claim_id,npi,provider_name,specialty,state,cpt_code,cpt_desc,icd10_code,diagnosis,place_of_service,year,tot_benes,tot_srvcs,avg_submitted_chrg,avg_allowed_amt,avg_paid_amt,avg_standardized_amt,payment_to_charge_ratio,is_anomaly
B536C77C,0747741981,Orr,Family Practice,OH,43239,Upper GI endoscopy with biopsy,N39.0,Urinary tract infection,Inpatient Hospital,2020,294,815,1605.46,848.51,789.25,807.6,0.4916,False
6F04662D,0725919529,Stafford,Family Practice,WI,31622,"Bronchoscopy, diagnostic",E11.9,Type 2 diabetes mellitus,Emergency Dept,2020,197,494,2474.44,1450.45,1372.12,1358.31,0.5545,False
699CC975,6952242348,Ross,Emergency Medicine,OH,85025,Complete blood count (CBC),J18.9,"Pneumonia, unspecified",Inpatient Hospital,2020,264,467,60.73,19.29,16.21,15.79,0.2669,False
505A5FF4,1586334121,Johnson,Radiology,PA,99223,Initial hospital care - high complexity,M17.11,"Primary osteoarthritis, right knee",Emergency Dept,2020,179,190,788.89,266.91,250.91,273.48,0.3181,False
A7933B65,2618874888,Newton,Family Practice,GA,31622,"Bronchoscopy, diagnostic",J06.9,Acute upper respiratory infection,Emergency Dept,2021,148,301,2314.6,745.93,698.48,716.48,0.3018,False
06593484,1955466434,Knight,General Surgery,CA,99213,"Office visit - established patient, low complexity",M17.11,"Primary osteoarthritis, right knee",Emergency Dept,2022,413,1259,122.87,48.25,44.18,46.69,0.3596,False
CEDC57E6,8687354111,Martin,Physical Therapy,MO,99232,"Subsequent hospital care, per day",J06.9,Acute upper respiratory infection,Outpatient Hospital,2021,377,574,214.57,84.42,68.83,62.71,0.3208,False
AE55F082,7347360759,Adams,Gastroenterology,PA,99232,"Subsequent hospital care, per day",E11.9,Type 2 diabetes mellitus,Office,2023,131,352,140.25,72.72,65.3,67.16,0.4656,False
B656F851,6407976695,Blanchard,Pulmonology,OH,74177,CT abdomen and pelvis with contrast,N39.0,Urinary tract infection,Inpatient Hospital,2023,357,1109,4115.35,2390.82,2059.29,2218.44,0.5004,False
4BE77E84,1901965213,Lamb,Pulmonology,WA,93306,Echocardiography with doppler,M54.5,Low back pain,Emergency Dept,2022,434,890,1240.42,476.42,449.74,462.85,0.3626,False
DC4C9F84,7270981782,Mathews,Radiology,WI,43239,Upper GI endoscopy with biopsy,I10,Essential hypertension,Inpatient Hospital,2021,32,93,3172.53,1535.55,1255.31,1183.24,0.3957,False
3C030278,4816483398,Sutton,Family Practice,TX,31622,"Bronchoscopy, diagnostic",J18.9,"Pneumonia, unspecified",Emergency Dept,2023,418,1181,3050.63,1229.17,1109.6,1164.67,0.3637,False
EEC33F14,0917507529,Miller,Orthopedic Surgery,GA,99214,"Office visit - established patient, moderate complexity",K21.0,GERD with esophagitis,Outpatient Hospital,2020,208,535,260.33,79.87,60.95,59.92,0.2341,False
16C4B299,2901114325,Reyes,Neurology,GA,70553,MRI brain with contrast,E11.9,Type 2 diabetes mellitus,Outpatient Hospital,2023,342,525,2272.81,1188.26,1037.08,968.85,0.4563,False
7FEE423D,7451435698,Clark,Cardiology,CA,93306,Echocardiography with doppler,J18.9,"Pneumonia, unspecified",Emergency Dept,2021,308,851,1721.29,1106.91,957.2,895.03,0.5561,False
84106862,9729836194,Matthews,Psychiatry,FL,90837,"Psychotherapy, 60 minutes",M17.11,"Primary osteoarthritis, right knee",Office,2020,438,447,181.19,74.23,66.32,71.82,0.366,False
0E3BEFE2,6479784306,Paul,Neurology,MD,27447,Total knee replacement,J06.9,Acute upper respiratory infection,Inpatient Hospital,2023,234,674,23627.04,10219.56,9467.58,9821.96,0.4007,False
856B4EA1,0128968657,Romero,Physical Therapy,WI,71046,"Chest X-ray, 2 views",M17.11,"Primary osteoarthritis, right knee",Office,2022,216,304,158.27,67.12,59.6,59.95,0.3766,False
8B6E05C9,9997524058,Harris,Gastroenterology,NJ,99232,"Subsequent hospital care, per day",I25.10,Coronary artery disease,Outpatient Hospital,2022,82,128,163.95,86.7,79.72,84.84,0.4862,False
2701E42B,2651438592,Brooks,Cardiology,NJ,99232,"Subsequent hospital care, per day",I10,Essential hypertension,Outpatient Hospital,2022,260,573,124.39,46.61,40.82,40.68,0.3282,False
BB2B810E,9062447420,Hernandez,Internal Medicine,NJ,99232,"Subsequent hospital care, per day",K21.0,GERD with esophagitis,Inpatient Hospital,2020,327,633,177.46,65.97,50.73,47.8,0.2859,False
F1AC79CF,3797745297,Parker,Orthopedic Surgery,MO,99213,"Office visit - established patient, low complexity",F32.1,Major depressive disorder,Emergency Dept,2020,425,605,87.14,55.11,46.63,43.06,0.5351,False
78C8F3AB,8777137325,Nelson,Radiology,MA,99291,"Critical care, first 30-74 minutes",F32.1,Major depressive disorder,Outpatient Hospital,2020,251,527,861.89,278.03,251.08,241.12,0.2913,False
265E6192,1869421888,Lopez,Family Practice,CA,74177,CT abdomen and pelvis with contrast,I10,Essential hypertension,Emergency Dept,2021,322,455,4728.39,1838.13,1553.79,1703.48,0.3286,False
1F1F36ED,3475725507,Clark,Emergency Medicine,MI,45378,"Colonoscopy, diagnostic",I10,Essential hypertension,Inpatient Hospital,2021,421,1148,1404.39,867.69,814.0,737.78,0.5796,False
A2632F1E,4835379514,Russell,Neurology,OH,80053,Comprehensive metabolic panel,I25.10,Coronary artery disease,Office,2020,288,383,25.75,10.87,8.49,8.06,0.3297,False
4B1DC84B,8403357285,Montoya,Pulmonology,NJ,99214,"Office visit - established patient, moderate complexity",J18.9,"Pneumonia, unspecified",Outpatient Hospital,2021,68,224,190.14,57.1,50.83,49.82,0.2673,False
16B717DA,9316724031,Farrell,Internal Medicine,CA,80053,Comprehensive metabolic panel,M17.11,"Primary osteoarthritis, right knee",Inpatient Hospital,2020,382,1283,72.1,35.12,27.59,26.81,0.3827,False
29121953,5393944421,Rivera,Physical Therapy,NY,70553,MRI brain with contrast,J18.9,"Pneumonia, unspecified",Emergency Dept,2021,210,677,3274.99,1182.66,1116.16,1156.81,0.3408,False
C326BC70,9389078875,Miller,Internal Medicine,NJ,80053,Comprehensive metabolic panel,J18.9,"Pneumonia, unspecified",Outpatient Hospital,2023,440,1428,47.82,29.98,25.55,25.8,0.5343,False
AB103D90,4601468296,Chavez,General Surgery,TX,93306,Echocardiography with doppler,M54.5,Low back pain,Outpatient Hospital,2023,448,580,1635.35,994.91,873.75,872.26,0.5343,False
4A4A406E,3340977351,Little,General Surgery,MD,97110,Therapeutic exercise,K21.0,GERD with esophagitis,Emergency Dept,2023,374,1285,84.61,34.3,31.64,29.48,0.374,False
1614450D,3428047621,Nelson,General Surgery,VA,97110,Therapeutic exercise,F32.1,Major depressive disorder,Emergency Dept,2023,106,164,84.2,29.96,23.28,20.96,0.2765,False
BC846D43,2048846277,Reeves,Emergency Medicine,CA,80053,Comprehensive metabolic panel,M17.11,"Primary osteoarthritis, right knee",Outpatient Hospital,2020,346,1079,46.26,27.79,21.42,23.27,0.463,False
89325694,0812524014,Parker,General Surgery,WI,31622,"Bronchoscopy, diagnostic",M54.5,Low back pain,Outpatient Hospital,2020,129,277,4916.35,3083.73,2617.82,2688.98,0.5325,False
3A23DF51,9762763690,Powell,Cardiology,PA,29881,Knee arthroscopy with meniscectomy,I10,Essential hypertension,Emergency Dept,2022,60,68,3633.36,2187.93,1734.75,1614.73,0.4775,False
E55414EA,5812858136,Webb,Psychiatry,TN,99213,"Office visit - established patient, low complexity",N39.0,Urinary tract infection,Inpatient Hospital,2023,465,889,105.61,51.52,48.89,51.69,0.4629,False
3ECE3DF8,3408673112,Mcclain,Orthopedic Surgery,IN,74177,CT abdomen and pelvis with contrast,K21.0,GERD with esophagitis,Outpatient Hospital,2023,117,345,2324.9,1003.38,772.86,826.81,0.3324,False
2CB80B5C,8293703376,Castro,Cardiology,MO,43239,Upper GI endoscopy with biopsy,I25.10,Coronary artery disease,Emergency Dept,2021,477,908,2409.98,1561.64,1204.61,1287.43,0.4998,False
AF623DEE,3460164362,Dickerson,Emergency Medicine,AZ,29881,Knee arthroscopy with meniscectomy,I25.10,Coronary artery disease,Emergency Dept,2021,394,1220,4983.91,3021.58,2335.94,2225.66,0.4687,False
E02E3CC1,4252289740,Hughes,Gastroenterology,CA,99214,"Office visit - established patient, moderate complexity",J18.9,"Pneumonia, unspecified",Office,2022,48,111,139.03,68.04,58.97,62.76,0.4242,False
9499A4BB,4559290041,Moreno,Psychiatry,NJ,85025,Complete blood count (CBC),I10,Essential hypertension,Office,2020,172,230,74.55,24.23,20.24,20.77,0.2715,False
909BBAA5,4593620014,Wood,Orthopedic Surgery,MA,45378,"Colonoscopy, diagnostic",E11.9,Type 2 diabetes mellitus,Office,2020,463,1295,2970.39,1907.46,1677.47,1530.37,0.5647,False
9704A099,3899474661,Hawkins,Psychiatry,TX,45378,"Colonoscopy, diagnostic",F32.1,Major depressive disorder,Emergency Dept,2022,296,794,1960.95,636.26,560.07,575.19,0.2856,False
27B9808F,3319606351,Martin,Emergency Medicine,FL,27447,Total knee replacement,I25.10,Coronary artery disease,Emergency Dept,2021,110,275,12660.93,6466.79,6032.14,5990.63,0.4764,False
A6428FE1,4755751199,Mueller,Pulmonology,MI,43239,Upper GI endoscopy with biopsy,M54.5,Low back pain,Inpatient Hospital,2022,364,554,2715.11,1491.62,1320.22,1406.06,0.4862,False
80F0EA67,0145326684,Lee,Gastroenterology,PA,31622,"Bronchoscopy, diagnostic",F32.1,Major depressive disorder,Inpatient Hospital,2021,200,447,3729.26,1390.93,1304.54,1217.85,0.3498,False
FE2E7C5F,7492480310,Mitchell,Orthopedic Surgery,TN,45378,"Colonoscopy, diagnostic",M54.5,Low back pain,Inpatient Hospital,2022,194,648,3222.57,1550.79,1338.91,1275.86,0.4155,False
5490C3A9,3965791546,Green,Family Practice,FL,29881,Knee arthroscopy with meniscectomy,N39.0,Urinary tract infection,Outpatient Hospital,2022,277,831,3642.4,1905.39,1518.8,1487.38,0.417,False
A72E4003,6212466093,Pitts,Psychiatry,WA,99232,"Subsequent hospital care, per day",E11.9,Type 2 diabetes mellitus,Office,2022,436,547,240.35,92.97,69.83,68.01,0.2905,False
AE971D42,5000078965,Garcia,Physical Therapy,AZ,45378,"Colonoscopy, diagnostic",I10,Essential hypertension,Office,2021,166,241,2306.52,694.77,586.4,590.47,0.2542,False
5A144B24,2034068275,Ford,Radiology,WI,27447,Total knee replacement,I10,Essential hypertension,Emergency Dept,2022,103,299,18279.29,10460.98,9003.96,9595.43,0.4926,False
C4DEDA49,1416721275,Walsh,Family Practice,AZ,27447,Total knee replacement,I25.10,Coronary artery disease,Outpatient Hospital,2020,60,107,18281.89,11039.31,8764.82,9394.67,0.4794,False
A9BE40AA,0208792803,Jackson,General Surgery,GA,99213,"Office visit - established patient, low complexity",K21.0,GERD with esophagitis,Emergency Dept,2021,126,432,176.9,103.54,79.84,73.62,0.4513,False
3E93AF48,6217742929,Contreras,Neurology,VA,99214,"Office visit - established patient, moderate complexity",M17.11,"Primary osteoarthritis, right knee",Office,2021,297,845,328.13,204.82,173.84,188.76,0.5298,False
DBB04667,4579500737,Vega,Physical Therapy,WA,99232,"Subsequent hospital care, per day",E11.9,Type 2 diabetes mellitus,Inpatient Hospital,2022,94,315,247.91,134.68,124.27,121.04,0.5013,False
15A4062B,2606851373,Green,Neurology,VA,99232,"Subsequent hospital care, per day",F32.1,Major depressive disorder,Outpatient Hospital,2023,152,258,126.4,40.73,38.04,35.52,0.3009,False
D4F9F46C,2465092054,Hinton,Radiology,FL,27447,Total knee replacement,E11.9,Type 2 diabetes mellitus,Outpatient Hospital,2021,41,124,8696.58,5645.87,4615.66,4959.76,0.5307,False
0BFC5B16,9822649441,Johnson,Physical Therapy,NJ,36415,Routine venipuncture,M54.5,Low back pain,Emergency Dept,2020,79,252,38.0,16.98,14.13,13.73,0.3718,False
B385E219,7596402178,Gibson,Gastroenterology,FL,29881,Knee arthroscopy with meniscectomy,K21.0,GERD with esophagitis,Office,2020,42,65,2555.21,1452.31,1161.06,1049.31,0.4544,False
3F814AA0,0177310551,Gonzalez,Psychiatry,FL,29881,Knee arthroscopy with meniscectomy,K21.0,GERD with esophagitis,Office,2023,385,411,6983.09,4294.39,3980.73,3761.8,0.5701,False
F8AA4D46,2350578386,Richardson,Psychiatry,MI,93306,Echocardiography with doppler,E11.9,Type 2 diabetes mellitus,Outpatient Hospital,2020,198,602,1481.01,922.69,816.97,820.07,0.5516,False
D6B0CF84,0951486098,Mccormick,Gastroenterology,NJ,99223,Initial hospital care - high complexity,K21.0,GERD with esophagitis,Outpatient Hospital,2022,432,726,338.8,128.89,109.01,119.75,0.3218,False
B3BC62D2,9079186787,Hayes,Pulmonology,NY,99285,Emergency dept visit - high complexity,M17.11,"Primary osteoarthritis, right knee",Inpatient Hospital,2020,429,521,1362.17,711.9,537.98,568.86,0.3949,False
069497B9,1398992255,White,Cardiology,PA,71046,"Chest X-ray, 2 views",I25.10,Coronary artery disease,Emergency Dept,2020,37,115,123.96,39.62,30.03,32.68,0.2423,False
958C4E26,4926733748,Myers,Emergency Medicine,MO,90837,"Psychotherapy, 60 minutes",I25.10,Coronary artery disease,Office,2020,411,1319,176.94,77.02,71.6,66.62,0.4047,False
1D436B04,5656702668,Thomas,Psychiatry,WI,70553,MRI brain with contrast,F32.1,Major depressive disorder,Outpatient Hospital,2022,56,123,3436.31,1053.59,811.53,798.22,0.2362,False
309CC322,3572076679,Bailey,Cardiology,PA,70553,MRI brain with contrast,F32.1,Major depressive disorder,Outpatient Hospital,2022,452,1097,2440.67,756.23,633.67,671.24,0.2596,False
5DF935BD,4265513435,Graham,Emergency Medicine,AZ,74177,CT abdomen and pelvis with contrast,E11.9,Type 2 diabetes mellitus,Emergency Dept,2022,60,192,2225.0,702.99,582.93,586.37,0.262,False
4197215F,3279736870,Benton,Cardiology,AZ,31622,"Bronchoscopy, diagnostic",I10,Essential hypertension,Emergency Dept,2021,380,1305,2735.44,1357.45,1049.56,1090.17,0.3837,False
793B6BC3,8988723105,Welch,Neurology,WI,45378,"Colonoscopy, diagnostic",F32.1,Major depressive disorder,Inpatient Hospital,2022,344,808,2490.27,824.03,765.39,742.03,0.3074,False
7ED99A1C,2032078856,Thomas,Internal Medicine,WA,27447,Total knee replacement,N39.0,Urinary tract infection,Office,2020,383,1283,12555.06,5943.44,4586.55,4222.78,0.3653,False
88339969,1999900646,Brown,Orthopedic Surgery,CA,43239,Upper GI endoscopy with biopsy,I10,Essential hypertension,Outpatient Hospital,2021,466,511,2845.33,1824.72,1724.3,1842.16,0.606,True
5BC7E5AE,2142344599,Snyder,Radiology,NC,85025,Complete blood count (CBC),K21.0,GERD with esophagitis,Emergency Dept,2023,313,662,28.32,16.23,13.5,13.3,0.4767,False
6DBE53B4,2801631575,Adams,Emergency Medicine,MO,29881,Knee arthroscopy with meniscectomy,N39.0,Urinary tract infection,Inpatient Hospital,2020,152,236,3948.35,2166.62,1902.06,1922.94,0.4817,False
E1A71DD5,3453266438,Williamson,General Surgery,NC,45378,"Colonoscopy, diagnostic",I10,Essential hypertension,Office,2022,99,143,2674.98,1024.84,843.48,836.26,0.3153,False
93E3AEDD,1911522498,Matthews,General Surgery,TX,31622,"Bronchoscopy, diagnostic",K21.0,GERD with esophagitis,Office,2020,492,964,3245.25,1834.21,1377.32,1339.12,0.4244,False
9F233E9F,5266796145,Fields,General Surgery,TN,29881,Knee arthroscopy with meniscectomy,J18.9,"Pneumonia, unspecified",Office,2022,159,436,6814.26,4346.96,3820.11,3620.4,0.5606,False
1401398E,6755555245,Taylor,Cardiology,MA,31622,"Bronchoscopy, diagnostic",I10,Essential hypertension,Office,2022,2,3,4720.06,2112.58,1710.32,1678.46,0.3624,False
E55B8850,0949913352,Schmidt,Internal Medicine,MA,29881,Knee arthroscopy with meniscectomy,F32.1,Major depressive disorder,Inpatient Hospital,2022,479,1659,3252.45,1848.88,1468.05,1432.55,0.4514,False
D6426A6C,0029842564,Campos,Family Practice,GA,93306,Echocardiography with doppler,I10,Essential hypertension,Outpatient Hospital,2023,334,525,1084.33,535.33,431.31,472.01,0.3978,False
26653BC2,8099877954,Andersen,Orthopedic Surgery,TN,97110,Therapeutic exercise,N39.0,Urinary tract infection,Inpatient Hospital,2023,401,775,75.16,28.37,23.8,22.42,0.3167,False
595D9D39,5207175884,Hamilton,Neurology,GA,45378,"Colonoscopy, diagnostic",E11.9,Type 2 diabetes mellitus,Inpatient Hospital,2022,254,759,2300.12,695.77,643.74,594.73,0.2799,False
60605A65,2420805396,Martinez,Orthopedic Surgery,IN,99285,Emergency dept visit - high complexity,E11.9,Type 2 diabetes mellitus,Outpatient Hospital,2021,414,1207,1891.44,666.95,547.83,513.95,0.2896,False
1452D943,9199113044,Herrera,Emergency Medicine,MI,99213,"Office visit - established patient, low complexity",K21.0,GERD with esophagitis,Outpatient Hospital,2023,475,743,204.67,121.41,93.81,99.1,0.4583,False
1719F21D,6442816917,Reynolds,Internal Medicine,NC,74177,CT abdomen and pelvis with contrast,N39.0,Urinary tract infection,Outpatient Hospital,2022,459,508,3738.05,1596.08,1332.84,1228.22,0.3566,False
E51B2DCC,7798908517,Santana,Psychiatry,CA,99213,"Office visit - established patient, low complexity",M54.5,Low back pain,Inpatient Hospital,2021,268,844,243.73,104.55,79.49,74.7,0.3261,False
7C08FC84,8379183093,Sanchez,Radiology,WA,99285,Emergency dept visit - high complexity,F32.1,Major depressive disorder,Outpatient Hospital,2020,220,746,1280.58,484.81,408.36,397.97,0.3189,False
71E61E34,6134133896,Owens,Neurology,MD,93306,Echocardiography with doppler,N39.0,Urinary tract infection,Office,2020,300,593,2024.0,644.47,603.5,616.68,0.2982,False
4D66EF07,0535636193,Pugh,Internal Medicine,NY,99291,"Critical care, first 30-74 minutes",N39.0,Urinary tract infection,Inpatient Hospital,2022,495,555,448.33,231.26,207.45,210.12,0.4627,False
15F44962,9713271061,Shannon,Gastroenterology,CA,71046,"Chest X-ray, 2 views",J06.9,Acute upper respiratory infection,Inpatient Hospital,2020,227,256,151.65,81.72,63.31,58.24,0.4175,False
B4E49506,1338606735,Moore,Cardiology,IN,80053,Comprehensive metabolic panel,F32.1,Major depressive disorder,Outpatient Hospital,2021,224,654,70.43,26.63,21.45,22.99,0.3046,False
16125F0A,4386925982,Powell,Emergency Medicine,GA,43239,Upper GI endoscopy with biopsy,J06.9,Acute upper respiratory infection,Office,2022,89,208,2239.1,774.62,731.95,712.28,0.3269,False
B974D844,6133014179,Ramsey,Gastroenterology,TX,70553,MRI brain with contrast,M17.11,"Primary osteoarthritis, right knee",Outpatient Hospital,2021,223,309,2227.84,1274.08,959.44,968.19,0.4307,False
AB5A5CCB,3654010341,Kim,Family Practice,IN,29881,Knee arthroscopy with meniscectomy,F32.1,Major depressive disorder,Office,2021,482,715,2168.82,1150.86,1034.14,1085.35,0.4768,False
E2EACBFF,0249668361,Davis,Psychiatry,PA,45378,"Colonoscopy, diagnostic",J06.9,Acute upper respiratory infection,Emergency Dept,2022,292,428,2212.22,919.53,743.94,782.55,0.3363,False
60C52493,5209520183,Davis,Neurology,WI,99291,"Critical care, first 30-74 minutes",N39.0,Urinary tract infection,Office,2022,431,1462,855.94,373.46,315.8,309.41,0.369,False
5BF75B2B,6179962670,Cook,Pulmonology,WA,45378,"Colonoscopy, diagnostic",J18.9,"Pneumonia, unspecified",Office,2022,386,773,2983.14,926.14,789.99,785.66,0.2648,False
718DF66B,5651792178,Watson,Family Practice,OH,99223,Initial hospital care - high complexity,I25.10,Coronary artery disease,Office,2022,170,257,535.16,167.72,157.5,143.25,0.2943,False
6F8D6B63,6105380359,Hill,General Surgery,TX,45378,"Colonoscopy, diagnostic",I25.10,Coronary artery disease,Emergency Dept,2023,223,412,1553.91,834.82,647.51,622.55,0.4167,False
99F5C3B2,9322018381,Tucker,Family Practice,TX,90837,"Psychotherapy, 60 minutes",M54.5,Low back pain,Office,2020,123,289,165.03,58.01,49.14,53.48,0.2978,False
1EACAF57,5938795902,Fisher,Cardiology,AZ,29881,Knee arthroscopy with meniscectomy,M17.11,"Primary osteoarthritis, right knee",Inpatient Hospital,2023,410,485,4162.05,2373.08,1967.86,2059.16,0.4728,False
276E41D3,9062223622,Bryant,Internal Medicine,TX,99232,"Subsequent hospital care, per day",M54.5,Low back pain,Emergency Dept,2021,44,54,273.64,165.05,134.67,124.02,0.4921,False
A29732D5,9959201245,Howard,Neurology,MI,90837,"Psychotherapy, 60 minutes",N39.0,Urinary tract infection,Emergency Dept,2023,208,305,134.11,55.56,51.12,54.96,0.3812,False
DBE0F793,2370360656,Dunn,Emergency Medicine,TN,71046,"Chest X-ray, 2 views",M17.11,"Primary osteoarthritis, right knee",Office,2021,180,254,104.39,34.81,31.54,28.7,0.3021,False
D0BB6A21,4387399957,Price,Pulmonology,MA,71046,"Chest X-ray, 2 views",I10,Essential hypertension,Inpatient Hospital,2020,452,1339,196.9,83.74,69.16,65.79,0.3512,False
300D6F1C,2912801314,Simon,Orthopedic Surgery,OH,36415,Routine venipuncture,N39.0,Urinary tract infection,Emergency Dept,2020,164,292,21.08,13.55,10.29,9.55,0.4881,False
92F7AD57,2334426694,Spears,Orthopedic Surgery,WI,99285,Emergency dept visit - high complexity,J18.9,"Pneumonia, unspecified",Emergency Dept,2022,142,351,715.59,326.23,264.85,267.25,0.3701,False
323CE6D3,8129928242,Kaufman,Physical Therapy,VA,29881,Knee arthroscopy with meniscectomy,N39.0,Urinary tract infection,Outpatient Hospital,2021,462,958,3670.72,1923.34,1806.86,1904.17,0.4922,False
0D97D87A,8431820263,Browning,Internal Medicine,OH,45378,"Colonoscopy, diagnostic",K21.0,GERD with esophagitis,Outpatient Hospital,2020,83,216,1804.81,1077.07,1017.58,932.35,0.5638,False
5C302A22,5091796837,James,Internal Medicine,MI,99213,"Office visit - established patient, low complexity",N39.0,Urinary tract infection,Emergency Dept,2020,296,452,192.3,60.38,49.11,51.27,0.2554,False
F675D605,9034410579,Dominguez,Psychiatry,NJ,70553,MRI brain with contrast,M17.11,"Primary osteoarthritis, right knee",Office,2021,2,2,2606.25,934.41,881.32,939.95,0.3382,False
6FE98592,2502831087,Bruce,Orthopedic Surgery,NJ,29881,Knee arthroscopy with meniscectomy,E11.9,Type 2 diabetes mellitus,Inpatient Hospital,2021,497,1105,3484.18,1539.01,1306.02,1430.57,0.3748,False
B1E3445A,9759799058,Monroe,Neurology,MO,93306,Echocardiography with doppler,I10,Essential hypertension,Emergency Dept,2020,429,575,1953.66,944.1,783.43,794.92,0.401,False
06D44216,4271395225,Davis,Internal Medicine,FL,74177,CT abdomen and pelvis with contrast,J06.9,Acute upper respiratory infection,Outpatient Hospital,2021,496,742,3036.94,1064.2,802.52,847.09,0.2643,False
F448AEC7,2023345156,Decker,Physical Therapy,OH,80053,Comprehensive metabolic panel,I25.10,Coronary artery disease,Office,2023,52,171,81.33,49.53,46.03,46.06,0.566,False
9ABDBDD6,8092489861,Moran,Internal Medicine,IN,85025,Complete blood count (CBC),N39.0,Urinary tract infection,Outpatient Hospital,2021,361,678,42.98,14.74,12.16,13.05,0.2829,False
D21966A1,9791163971,Davis,Pulmonology,FL,80053,Comprehensive metabolic panel,M54.5,Low back pain,Outpatient Hospital,2020,119,267,79.01,31.94,25.89,28.12,0.3277,False
DC0375BD,9000849147,Maxwell,Pulmonology,MD,70553,MRI brain with contrast,J18.9,"Pneumonia, unspecified",Outpatient Hospital,2020,301,718,2668.31,1684.59,1563.3,1484.89,0.5859,True
ECA7AB13,8006639197,Thomas,Internal Medicine,MD,99214,"Office visit - established patient, moderate complexity",F32.1,Major depressive disorder,Office,2022,148,399,333.22,118.3,99.29,107.36,0.298,False
2A334683,9586763550,Barnes,Psychiatry,NC,70553,MRI brain with contrast,M17.11,"Primary osteoarthritis, right knee",Outpatient Hospital,2020,486,933,1321.22,449.24,376.28,411.36,0.2848,False
ACA72E0B,0574903185,Marquez,Physical Therapy,WA,99291,"Critical care, first 30-74 minutes",N39.0,Urinary tract infection,Outpatient Hospital,2022,301,399,1018.24,315.77,273.78,279.84,0.2689,False
EBDE7581,6765968435,Leonard,Physical Therapy,AZ,97110,Therapeutic exercise,F32.1,Major depressive disorder,Outpatient Hospital,2023,212,248,58.34,28.29,24.65,24.05,0.4225,False
197BA94C,0803116492,Hill,Emergency Medicine,MO,29881,Knee arthroscopy with meniscectomy,M54.5,Low back pain,Inpatient Hospital,2022,468,1392,6580.58,2856.13,2384.41,2263.65,0.3623,False
187A2F8A,9047783238,Snyder,Psychiatry,WI,43239,Upper GI endoscopy with biopsy,F32.1,Major depressive disorder,Office,2021,196,528,2143.66,718.02,656.91,675.58,0.3064,False
E2794995,9225175381,Flores,Family Practice,NJ,99213,"Office visit - established patient, low complexity",J18.9,"Pneumonia, unspecified",Outpatient Hospital,2020,50,71,154.7,69.62,64.41,69.71,0.4164,False
59AE5FF4,2235274014,Lewis,Gastroenterology,NC,99232,"Subsequent hospital care, per day",I25.10,Coronary artery disease,Emergency Dept,2020,249,482,188.19,109.5,102.78,108.5,0.5462,False
5F97C08B,2901773543,Moore,Internal Medicine,NJ,99285,Emergency dept visit - high complexity,K21.0,GERD with esophagitis,Emergency Dept,2020,20,62,1222.75,738.7,650.37,625.42,0.5319,False
1178C054,0374275950,Jones,Cardiology,CA,29881,Knee arthroscopy with meniscectomy,M17.11,"Primary osteoarthritis, right knee",Inpatient Hospital,2020,26,45,3610.69,1761.56,1395.44,1380.72,0.3865,False
785AE797,0801152928,Freeman,Physical Therapy,PA,43239,Upper GI endoscopy with biopsy,N39.0,Urinary tract infection,Office,2021,486,656,2551.89,1200.67,1122.28,1152.57,0.4398,False
D9B007DD,9122326105,Ortiz,Gastroenterology,MD,27447,Total knee replacement,I25.10,Coronary artery disease,Outpatient Hospital,2023,438,946,11400.21,6037.67,5431.86,5131.58,0.4765,False
3930D4AD,5581444936,Mitchell,Pulmonology,OH,99223,Initial hospital care - high complexity,K21.0,GERD with esophagitis,Office,2023,66,189,728.46,373.0,336.22,322.13,0.4615,False
23A29150,8928786382,Salazar,Gastroenterology,WA,99214,"Office visit - established patient, moderate complexity",I10,Essential hypertension,Inpatient Hospital,2023,291,586,328.16,162.32,130.95,128.09,0.399,False
55E63AAE,9382794839,Beck,Family Practice,NJ,43239,Upper GI endoscopy with biopsy,J06.9,Acute upper respiratory infection,Emergency Dept,2021,439,1357,1636.32,720.93,653.34,680.29,0.3993,False
A268FC1D,0922922189,Allen,Emergency Medicine,AZ,85025,Complete blood count (CBC),J18.9,"Pneumonia, unspecified",Inpatient Hospital,2021,218,576,39.88,22.64,20.95,18.98,0.5253,False
E053240C,3148265484,Moore,Pulmonology,AZ,99232,"Subsequent hospital care, per day",M17.11,"Primary osteoarthritis, right knee",Office,2023,117,325,139.66,89.87,81.2,87.0,0.5814,False
4E566CF5,4997469171,Hill,Internal Medicine,OH,80053,Comprehensive metabolic panel,F32.1,Major depressive disorder,Office,2020,265,371,47.73,30.92,25.22,25.2,0.5284,False
D26D4CBF,3746595119,Owens,Emergency Medicine,AZ,85025,Complete blood count (CBC),I10,Essential hypertension,Inpatient Hospital,2021,212,435,47.59,22.46,17.97,19.59,0.3776,False
CA26B76E,4241196975,Smith,Internal Medicine,GA,90837,"Psychotherapy, 60 minutes",K21.0,GERD with esophagitis,Emergency Dept,2022,483,1344,273.85,128.44,101.1,99.19,0.3692,False
0AADA403,1912478812,Schmidt,General Surgery,NY,74177,CT abdomen and pelvis with contrast,I10,Essential hypertension,Emergency Dept,2021,265,550,2667.29,1352.78,1233.68,1349.03,0.4625,False
42B1BE44,2934126166,Williams,Internal Medicine,NY,99285,Emergency dept visit - high complexity,N39.0,Urinary tract infection,Office,2020,487,797,1404.74,534.6,444.3,434.78,0.3163,False
